source_record_id,max_score,second_score,score_margin,predicted_label_count,predicted_labels,confidence,decision,provenance,lsr_prob_bypassing_safety_controls,lsr_prob_confined_space,lsr_prob_driving,lsr_prob_energy_isolation,lsr_prob_hot_work,lsr_prob_line_of_fire,lsr_prob_safe_mechanical_lifting,lsr_prob_work_authorization,lsr_prob_working_at_height
IOGP_SPI_P034,0.1613,0.0002,0.1611,0,NONE,NO_PREDICTION,REJECTED_ZERO_LABELS,UNKNOWN,0.0,0.0,0.0001,0.0002,0.0001,0.0001,0.1613,0.0002,0.0
IOGP_SPI_P035,0.0,0.0,0.0,0,NONE,NO_PREDICTION,REJECTED_ZERO_LABELS,UNKNOWN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IOGP_SPI_P036,0.0014,0.0001,0.0013,0,NONE,NO_PREDICTION,REJECTED_ZERO_LABELS,UNKNOWN,0.0,0.0,0.0,0.0014,0.0001,0.0,0.0,0.0,0.0
IOGP_SPI_P000,0.001,0.0001,0.0009,0,NONE,NO_PREDICTION,REJECTED_ZERO_LABELS,UNKNOWN,0.0,0.0,0.0,0.0001,0.0,0.001,0.0,0.0,0.0001
IOGP_SPI_P037,0.0015,0.0002,0.0013,0,NONE,NO_PREDICTION,REJECTED_ZERO_LABELS,UNKNOWN,0.0,0.0,0.0,0.0,0.0002,0.0001,0.0,0.0,0.0015
IOGP_SPI_P000,0.0003,0.0001,0.0002,0,NONE,NO_PREDICTION,REJECTED_ZERO_LABELS,UNKNOWN,0.0,0.0,0.0001,0.0001,0.0,0.0,0.0,0.0,0.0003
IOGP_FATAL_P038,0.0134,0.0004,0.013,0,NONE,NO_PREDICTION,REJECTED_ZERO_LABELS,UNKNOWN,0.0001,0.0,0.0,0.0004,0.0,0.0134,0.0001,0.0,0.0001
IOGP_SPI_P039,0.0296,0.0011,0.0285,0,NONE,NO_PREDICTION,REJECTED_ZERO_LABELS,UNKNOWN,0.0,0.0001,0.0,0.0011,0.0296,0.0003,0.0,0.0,0.0
IOGP_SPI_P040,0.0011,0.0005,0.0006,0,NONE,NO_PREDICTION,REJECTED_ZERO_LABELS,UNKNOWN,0.0,0.0,0.0,0.0011,0.0001,0.0005,0.0,0.0,0.0001
IOGP_SPI_P041,0.0003,0.0002,0.0001,0,NONE,NO_PREDICTION,REJECTED_ZERO_LABELS,UNKNOWN,0.0,0.0,0.0,0.0002,0.0003,0.0001,0.0,0.0,0.0001
IOGP_SPI_P042,0.2106,0.0011,0.2095,0,NONE,NO_PREDICTION,REJECTED_ZERO_LABELS,UNKNOWN,0.0002,0.0007,0.0,0.2106,0.0003,0.0002,0.0,0.0,0.0011
IOGP_SPI_P043,0.0008,0.0002,0.0006,0,NONE,NO_PREDICTION,REJECTED_ZERO_LABELS,UNKNOWN,0.0,0.0,0.0,0.0008,0.0,0.0001,0.0,0.0,0.0002
IOGP_SPI_P000,0.0005,0.0001,0.0004,0,NONE,NO_PREDICTION,REJECTED_ZERO_LABELS,UNKNOWN,0.0,0.0,0.0001,0.0,0.0,0.0,0.0001,0.0,0.0005
IOGP_SPI_P044,0.0168,0.0004,0.0164,0,NONE,NO_PREDICTION,REJECTED_ZERO_LABELS,UNKNOWN,0.0,0.0,0.0,0.0,0.0168,0.0004,0.0,0.0,0.0
IOGP_SPI_P000,0.0054,0.0005,0.0049,0,NONE,NO_PREDICTION,REJECTED_ZERO_LABELS,UNKNOWN,0.0,0.0001,0.0005,0.0054,0.0001,0.0,0.0,0.0,0.0
IOGP_SPI_P045,0.013,0.0003,0.0127,0,NONE,NO_PREDICTION,REJECTED_ZERO_LABELS,UNKNOWN,0.0,0.0001,0.0,0.0003,0.013,0.0,0.0001,0.0001,0.0
IOGP_SPI_P000,0.0003,0.0002,0.0001,0,NONE,NO_PREDICTION,REJECTED_ZERO_LABELS,UNKNOWN,0.0,0.0,0.0,0.0,0.0,0.0002,0.0,0.0,0.0003
IOGP_SPI_P046,0.0004,0.0003,0.0001,0,NONE,NO_PREDICTION,REJECTED_ZERO_LABELS,UNKNOWN,0.0,0.0,0.0004,0.0,0.0003,0.0,0.0,0.0,0.0001
IOGP_SPI_P000,0.0013,0.0007,0.0006,0,NONE,NO_PREDICTION,REJECTED_ZERO_LABELS,UNKNOWN,0.0,0.0,0.0,0.0004,0.0013,0.0005,0.0,0.0,0.0007
IOGP_SPI_P047,0.001,0.0007,0.0003,0,NONE,NO_PREDICTION,REJECTED_ZERO_LABELS,UNKNOWN,0.0,0.0,0.0,0.0,0.0,0.0007,0.0,0.0,0.001
IOGP_FATAL_P000,0.0783,0.0009,0.0774,0,NONE,NO_PREDICTION,REJECTED_ZERO_LABELS,UNKNOWN,0.0001,0.0,0.0,0.0008,0.0009,0.0783,0.0,0.0,0.0
IOGP_SPI_P048,0.0582,0.0033,0.0549,0,NONE,NO_PREDICTION,REJECTED_ZERO_LABELS,UNKNOWN,0.0003,0.0003,0.0001,0.0582,0.0001,0.0021,0.0,0.0,0.0033
IOGP_SPI_P000,0.0162,0.0002,0.016,0,NONE,NO_PREDICTION,REJECTED_ZERO_LABELS,UNKNOWN,0.0,0.0001,0.0,0.0162,0.0002,0.0001,0.0,0.0,0.0
IOGP_SPI_P049,0.0005,0.0003,0.0002,0,NONE,NO_PREDICTION,REJECTED_ZERO_LABELS,UNKNOWN,0.0,0.0,0.0001,0.0003,0.0001,0.0,0.0,0.0,0.0005
IOGP_SPI_P000,0.0009,0.0004,0.0005,0,NONE,NO_PREDICTION,REJECTED_ZERO_LABELS,UNKNOWN,0.0,0.0003,0.0,0.0009,0.0004,0.0,0.0,0.0,0.0001
IOGP_SPI_P050,0.0003,0.0003,0.0,0,NONE,NO_PREDICTION,REJECTED_ZERO_LABELS,UNKNOWN,0.0,0.0,0.0003,0.0,0.0,0.0,0.0,0.0,0.0003
IOGP_SPI_P000,0.0002,0.0002,0.0,0,NONE,NO_PREDICTION,REJECTED_ZERO_LABELS,UNKNOWN,0.0,0.0,0.0,0.0002,0.0002,0.0,0.0,0.0,0.0
IOGP_SPI_P051,0.0003,0.0002,0.0001,0,NONE,NO_PREDICTION,REJECTED_ZERO_LABELS,UNKNOWN,0.0,0.0,0.0002,0.0,0.0,0.0,0.0,0.0,0.0003
IOGP_SPI_P000,0.0005,0.0002,0.0003,0,NONE,NO_PREDICTION,REJECTED_ZERO_LABELS,UNKNOWN,0.0,0.0,0.0001,0.0001,0.0,0.0002,0.0,0.0,0.0005
IOGP_SPI_P052,0.0002,0.0002,0.0,0,NONE,NO_PREDICTION,REJECTED_ZERO_LABELS,UNKNOWN,0.0,0.0,0.0,0.0001,0.0002,0.0001,0.0,0.0,0.0002
IOGP_SPI_P053,0.0002,0.0001,0.0001,0,NONE,NO_PREDICTION,REJECTED_ZERO_LABELS,UNKNOWN,0.0,0.0,0.0,0.0002,0.0001,0.0001,0.0001,0.0,0.0
IOGP_SPI_P000,0.0027,0.001,0.0017,0,NONE,NO_PREDICTION,REJECTED_ZERO_LABELS,UNKNOWN,0.0,0.0,0.0,0.0027,0.001,0.0,0.0,0.0,0.0
IOGP_SPI_P054,0.0007,0.0001,0.0006,0,NONE,NO_PREDICTION,REJECTED_ZERO_LABELS,UNKNOWN,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0007
IOGP_SPI_P000,0.0003,0.0002,0.0001,0,NONE,NO_PREDICTION,REJECTED_ZERO_LABELS,UNKNOWN,0.0,0.0,0.0,0.0002,0.0,0.0001,0.0,0.0,0.0003
IOGP_SPI_P055,0.0387,0.0004,0.0383,0,NONE,NO_PREDICTION,REJECTED_ZERO_LABELS,UNKNOWN,0.0,0.0001,0.0,0.0387,0.0004,0.0,0.0,0.0,0.0001
IOGP_SPI_P000,0.0003,0.0001,0.0002,0,NONE,NO_PREDICTION,REJECTED_ZERO_LABELS,UNKNOWN,0.0,0.0,0.0,0.0001,0.0003,0.0,0.0,0.0,0.0001
IOGP_SPI_P056,0.0003,0.0001,0.0002,0,NONE,NO_PREDICTION,REJECTED_ZERO_LABELS,UNKNOWN,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0003
IOGP_SPI_P000,0.0015,0.0001,0.0014,0,NONE,NO_PREDICTION,REJECTED_ZERO_LABELS,UNKNOWN,0.0,0.0,0.0,0.0015,0.0,0.0,0.0,0.0,0.0001
IOGP_SPI_P057,0.0002,0.0,0.0002,0,NONE,NO_PREDICTION,REJECTED_ZERO_LABELS,UNKNOWN,0.0,0.0,0.0,0.0,0.0002,0.0,0.0,0.0,0.0
IOGP_SPI_P000,0.0001,0.0,0.0001,0,NONE,NO_PREDICTION,REJECTED_ZERO_LABELS,UNKNOWN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001
IOGP_SPI_P058,0.0002,0.0001,0.0001,0,NONE,NO_PREDICTION,REJECTED_ZERO_LABELS,UNKNOWN,0.0,0.0,0.0,0.0001,0.0001,0.0,0.0,0.0,0.0002
IOGP_SPI_P000,0.0055,0.0007,0.0048,0,NONE,NO_PREDICTION,REJECTED_ZERO_LABELS,UNKNOWN,0.0,0.0,0.0055,0.0,0.0,0.0001,0.0,0.0,0.0007
IOGP_SPI_P059,0.0087,0.0001,0.0086,0,NONE,NO_PREDICTION,REJECTED_ZERO_LABELS,UNKNOWN,0.0,0.0,0.0,0.0001,0.0087,0.0,0.0,0.0,0.0
IOGP_SPI_P060,0.0009,0.0001,0.0008,0,NONE,NO_PREDICTION,REJECTED_ZERO_LABELS,UNKNOWN,0.0,0.0,0.0,0.0001,0.0009,0.0,0.0,0.0,0.0
IOGP_SPI_P000,0.0028,0.0006,0.0022,0,NONE,NO_PREDICTION,REJECTED_ZERO_LABELS,UNKNOWN,0.0,0.0,0.0,0.0028,0.0006,0.0,0.0,0.0,0.0
IOGP_SPI_P061,0.0001,0.0,0.0001,0,NONE,NO_PREDICTION,REJECTED_ZERO_LABELS,UNKNOWN,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0
IOGP_SPI_P000,0.0,0.0,0.0,0,NONE,NO_PREDICTION,REJECTED_ZERO_LABELS,UNKNOWN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IOGP_SPI_P062,0.0029,0.0001,0.0028,0,NONE,NO_PREDICTION,REJECTED_ZERO_LABELS,UNKNOWN,0.0,0.0,0.0,0.0029,0.0001,0.0,0.0,0.0,0.0001
IOGP_SPI_P000,0.1821,0.0002,0.1819,0,NONE,NO_PREDICTION,REJECTED_ZERO_LABELS,UNKNOWN,0.0,0.0,0.0,0.1821,0.0001,0.0,0.0,0.0,0.0002
IOGP_SPI_P063,0.0002,0.0001,0.0001,0,NONE,NO_PREDICTION,REJECTED_ZERO_LABELS,UNKNOWN,0.0,0.0,0.0,0.0002,0.0,0.0,0.0,0.0,0.0001
IOGP_SPI_P000,0.0001,0.0,0.0001,0,NONE,NO_PREDICTION,REJECTED_ZERO_LABELS,UNKNOWN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001
IOGP_SPI_P064,0.0834,0.0003,0.0831,0,NONE,NO_PREDICTION,REJECTED_ZERO_LABELS,UNKNOWN,0.0,0.0,0.0,0.0834,0.0003,0.0,0.0,0.0,0.0
IOGP_SPI_P000,0.0003,0.0,0.0003,0,NONE,NO_PREDICTION,REJECTED_ZERO_LABELS,UNKNOWN,0.0,0.0,0.0,0.0,0.0003,0.0,0.0,0.0,0.0
IOGP_SPI_P065,0.0027,0.0002,0.0025,0,NONE,NO_PREDICTION,REJECTED_ZERO_LABELS,UNKNOWN,0.0,0.0001,0.0,0.0027,0.0002,0.0,0.0,0.0,0.0002
IOGP_SPI_P000,0.0004,0.0,0.0004,0,NONE,NO_PREDICTION,REJECTED_ZERO_LABELS,UNKNOWN,0.0,0.0,0.0,0.0004,0.0,0.0,0.0,0.0,0.0
IOGP_SPI_P066,0.0011,0.0001,0.001,0,NONE,NO_PREDICTION,REJECTED_ZERO_LABELS,UNKNOWN,0.0,0.0,0.0,0.0001,0.0,0.0001,0.0,0.0,0.0011
IOGP_SPI_P000,0.0,0.0,0.0,0,NONE,NO_PREDICTION,REJECTED_ZERO_LABELS,UNKNOWN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IOGP_SPI_P067,0.0004,0.0001,0.0003,0,NONE,NO_PREDICTION,REJECTED_ZERO_LABELS,UNKNOWN,0.0,0.0,0.0,0.0004,0.0001,0.0,0.0,0.0,0.0
IOGP_SPI_P000,0.0,0.0,0.0,0,NONE,NO_PREDICTION,REJECTED_ZERO_LABELS,UNKNOWN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IOGP_SPI_P068,0.001,0.0001,0.0009,0,NONE,NO_PREDICTION,REJECTED_ZERO_LABELS,UNKNOWN,0.0,0.0,0.0,0.001,0.0,0.0001,0.0,0.0,0.0001
IOGP_SPI_P000,0.0005,0.0001,0.0004,0,NONE,NO_PREDICTION,REJECTED_ZERO_LABELS,UNKNOWN,0.0,0.0,0.0,0.0005,0.0001,0.0,0.0,0.0,0.0001
IOGP_SPI_P069,0.0006,0.0001,0.0005,0,NONE,NO_PREDICTION,REJECTED_ZERO_LABELS,UNKNOWN,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0006
IOGP_SPI_P000,0.0002,0.0002,0.0,0,NONE,NO_PREDICTION,REJECTED_ZERO_LABELS,UNKNOWN,0.0,0.0,0.0,0.0002,0.0,0.0,0.0,0.0,0.0002
IOGP_SPI_P070,0.0003,0.0001,0.0002,0,NONE,NO_PREDICTION,REJECTED_ZERO_LABELS,UNKNOWN,0.0,0.0,0.0,0.0001,0.0,0.0001,0.0,0.0,0.0003
IOGP_SPI_P071,0.0011,0.0004,0.0007,0,NONE,NO_PREDICTION,REJECTED_ZERO_LABELS,UNKNOWN,0.0,0.0,0.0,0.0004,0.0002,0.0001,0.0,0.0,0.0011
IOGP_SPI_P000,0.0004,0.0001,0.0003,0,NONE,NO_PREDICTION,REJECTED_ZERO_LABELS,UNKNOWN,0.0,0.0,0.0,0.0004,0.0001,0.0,0.0,0.0,0.0
IOGP_SPI_P072,0.0156,0.0,0.0156,0,NONE,NO_PREDICTION,REJECTED_ZERO_LABELS,UNKNOWN,0.0,0.0,0.0,0.0156,0.0,0.0,0.0,0.0,0.0
IOGP_SPI_P000,0.0003,0.0001,0.0002,0,NONE,NO_PREDICTION,REJECTED_ZERO_LABELS,UNKNOWN,0.0,0.0,0.0,0.0001,0.0,0.0003,0.0,0.0,0.0001
IOGP_SPI_P073,0.0051,0.0011,0.004,0,NONE,NO_PREDICTION,REJECTED_ZERO_LABELS,UNKNOWN,0.0,0.0,0.0,0.0051,0.0,0.0,0.0,0.0,0.0011
IOGP_SPI_P000,0.0027,0.0001,0.0026,0,NONE,NO_PREDICTION,REJECTED_ZERO_LABELS,UNKNOWN,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0027
IOGP_SPI_P074,0.0002,0.0,0.0002,0,NONE,NO_PREDICTION,REJECTED_ZERO_LABELS,UNKNOWN,0.0,0.0,0.0,0.0,0.0,0.0002,0.0,0.0,0.0
IOGP_SPI_P000,0.0012,0.0001,0.0011,0,NONE,NO_PREDICTION,REJECTED_ZERO_LABELS,UNKNOWN,0.0,0.0001,0.0001,0.0001,0.0012,0.0,0.0,0.0,0.0
IOGP_SPI_P075,0.0026,0.0003,0.0023,0,NONE,NO_PREDICTION,REJECTED_ZERO_LABELS,UNKNOWN,0.0,0.0,0.0,0.0003,0.0,0.0001,0.0,0.0,0.0026
IOGP_SPI_P000,0.0016,0.0002,0.0014,0,NONE,NO_PREDICTION,REJECTED_ZERO_LABELS,UNKNOWN,0.0,0.0001,0.0,0.0016,0.0002,0.0,0.0,0.0,0.0001
IOGP_SPI_P076,0.0002,0.0001,0.0001,0,NONE,NO_PREDICTION,REJECTED_ZERO_LABELS,UNKNOWN,0.0,0.0,0.0,0.0,0.0001,0.0002,0.0,0.0,0.0
IOGP_SPI_P000,0.0006,0.0001,0.0005,0,NONE,NO_PREDICTION,REJECTED_ZERO_LABELS,UNKNOWN,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0006
IOGP_SPI_P077,0.0029,0.0003,0.0026,0,NONE,NO_PREDICTION,REJECTED_ZERO_LABELS,UNKNOWN,0.0,0.0001,0.0,0.0,0.0029,0.0003,0.0,0.0,0.0
IOGP_SPI_P000,0.1771,0.0001,0.177,0,NONE,NO_PREDICTION,REJECTED_ZERO_LABELS,UNKNOWN,0.0,0.0001,0.0,0.0001,0.1771,0.0,0.0,0.0,0.0
IOGP_SPI_P078,0.0007,0.0005,0.0002,0,NONE,NO_PREDICTION,REJECTED_ZERO_LABELS,UNKNOWN,0.0,0.0,0.0002,0.0002,0.0,0.0005,0.0001,0.0,0.0007
IOGP_SPI_P000,0.0005,0.0002,0.0003,0,NONE,NO_PREDICTION,REJECTED_ZERO_LABELS,UNKNOWN,0.0,0.0,0.0,0.0,0.0,0.0005,0.0,0.0,0.0002
IOGP_SPI_P079,0.0023,0.0002,0.0021,0,NONE,NO_PREDICTION,REJECTED_ZERO_LABELS,UNKNOWN,0.0,0.0,0.0,0.0023,0.0002,0.0,0.0,0.0,0.0
IOGP_SPI_P000,0.0029,0.0,0.0029,0,NONE,NO_PREDICTION,REJECTED_ZERO_LABELS,UNKNOWN,0.0,0.0,0.0,0.0029,0.0,0.0,0.0,0.0,0.0
IOGP_SPI_P080,0.7396,0.0032,0.7364,1,Driving,HIGH,ACCEPT_MODEL_PREDICTED,MODEL_PREDICTED,0.0001,0.0002,0.7396,0.0001,0.0002,0.0001,0.0001,0.0004,0.0032
IOGP_SPI_P000,0.0049,0.0002,0.0047,0,NONE,NO_PREDICTION,REJECTED_ZERO_LABELS,UNKNOWN,0.0,0.0,0.0,0.0001,0.0,0.0002,0.0,0.0,0.0049
IOGP_SPI_P081,0.9081,0.0002,0.9079,1,Energy Isolation,HIGH,ACCEPT_MODEL_PREDICTED,MODEL_PREDICTED,0.0001,0.0001,0.0,0.9081,0.0,0.0,0.0,0.0,0.0002
IOGP_SPI_P000,0.0005,0.0001,0.0004,0,NONE,NO_PREDICTION,REJECTED_ZERO_LABELS,UNKNOWN,0.0,0.0,0.0,0.0001,0.0001,0.0,0.0005,0.0,0.0
IOGP_SPI_P082,0.0025,0.0007,0.0018,0,NONE,NO_PREDICTION,REJECTED_ZERO_LABELS,UNKNOWN,0.0,0.0,0.0,0.0001,0.0002,0.0007,0.0025,0.0,0.0
IOGP_SPI_P000,0.0007,0.0,0.0007,0,NONE,NO_PREDICTION,REJECTED_ZERO_LABELS,UNKNOWN,0.0,0.0,0.0,0.0007,0.0,0.0,0.0,0.0,0.0
IOGP_SPI_P000,0.0209,0.0002,0.0207,0,NONE,NO_PREDICTION,REJECTED_ZERO_LABELS,UNKNOWN,0.0,0.0,0.0,0.0,0.0209,0.0,0.0002,0.0,0.0
IOGP_SPI_P084,0.0017,0.0007,0.001,0,NONE,NO_PREDICTION,REJECTED_ZERO_LABELS,UNKNOWN,0.0,0.0,0.0002,0.0,0.0007,0.0,0.0002,0.0,0.0017
IOGP_SPI_P000,0.7892,0.0002,0.789,1,Energy Isolation,HIGH,ACCEPT_MODEL_PREDICTED,MODEL_PREDICTED,0.0002,0.0002,0.0,0.7892,0.0,0.0,0.0,0.0,0.0002
IOGP_SPI_P085,0.058,0.0007,0.0573,0,NONE,NO_PREDICTION,REJECTED_ZERO_LABELS,UNKNOWN,0.0,0.0001,0.0,0.0002,0.058,0.0007,0.0,0.0,0.0
IOGP_SPI_P000,0.0626,0.002,0.0606,0,NONE,NO_PREDICTION,REJECTED_ZERO_LABELS,UNKNOWN,0.0,0.0,0.0,0.0,0.0016,0.0001,0.0626,0.0,0.002
IOGP_SPI_P086,0.0003,0.0001,0.0002,0,NONE,NO_PREDICTION,REJECTED_ZERO_LABELS,UNKNOWN,0.0001,0.0,0.0001,0.0001,0.0,0.0003,0.0,0.0,0.0001
IOGP_SPI_P000,0.0023,0.0002,0.0021,0,NONE,NO_PREDICTION,REJECTED_ZERO_LABELS,UNKNOWN,0.0,0.0,0.0,0.0002,0.0001,0.0023,0.0,0.0,0.0
IOGP_SPI_P087,0.0068,0.0015,0.0053,0,NONE,NO_PREDICTION,REJECTED_ZERO_LABELS,UNKNOWN,0.0002,0.0005,0.0001,0.0068,0.0015,0.0009,0.0001,0.0,0.0
IOGP_SPI_P000,0.0006,0.0004,0.0002,0,NONE,NO_PREDICTION,REJECTED_ZERO_LABELS,UNKNOWN,0.0,0.0,0.0002,0.0,0.0006,0.0001,0.0004,0.0001,0.0
IOGP_SPI_P088,0.0005,0.0002,0.0003,0,NONE,NO_PREDICTION,REJECTED_ZERO_LABELS,UNKNOWN,0.0,0.0,0.0,0.0005,0.0,0.0,0.0,0.0,0.0002
IOGP_SPI_P000,0.0005,0.0002,0.0003,0,NONE,NO_PREDICTION,REJECTED_ZERO_LABELS,UNKNOWN,0.0,0.0001,0.0001,0.0005,0.0002,0.0,0.0,0.0,0.0002
IOGP_SPI_P089,0.1384,0.0003,0.1381,0,NONE,NO_PREDICTION,REJECTED_ZERO_LABELS,UNKNOWN,0.0,0.0001,0.0,0.1384,0.0003,0.0,0.0,0.0,0.0
IOGP_SPI_P000,0.0006,0.0003,0.0003,0,NONE,NO_PREDICTION,REJECTED_ZERO_LABELS,UNKNOWN,0.0,0.0,0.0,0.0003,0.0,0.0006,0.0001,0.0,0.0003
IOGP_SPI_P000,0.0847,0.0,0.0847,0,NONE,NO_PREDICTION,REJECTED_ZERO_LABELS,UNKNOWN,0.0,0.0,0.0,0.0847,0.0,0.0,0.0,0.0,0.0
IOGP_SPI_P000,0.0008,0.0002,0.0006,0,NONE,NO_PREDICTION,REJECTED_ZERO_LABELS,UNKNOWN,0.0,0.0,0.0,0.0002,0.0008,0.0,0.0,0.0,0.0
IOGP_SPI_P092,0.5824,0.0002,0.5822,1,Energy Isolation,MEDIUM,SENT_TO_HUMAN_REVIEW,UNKNOWN,0.0001,0.0002,0.0,0.5824,0.0002,0.0001,0.0,0.0,0.0
IOGP_SPI_P000,0.006,0.0002,0.0058,0,NONE,NO_PREDICTION,REJECTED_ZERO_LABELS,UNKNOWN,0.0001,0.0002,0.0,0.006,0.0,0.0001,0.0,0.0,0.0002
IOGP_SPI_P093,0.001,0.0,0.001,0,NONE,NO_PREDICTION,REJECTED_ZERO_LABELS,UNKNOWN,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0
IOGP_SPI_P000,0.0153,0.0001,0.0152,0,NONE,NO_PREDICTION,REJECTED_ZERO_LABELS,UNKNOWN,0.0,0.0,0.0,0.0153,0.0,0.0001,0.0,0.0,0.0
IOGP_SPI_P094,0.0003,0.0001,0.0002,0,NONE,NO_PREDICTION,REJECTED_ZERO_LABELS,UNKNOWN,0.0,0.0,0.0,0.0,0.0003,0.0,0.0,0.0,0.0001
IOGP_SPI_P000,0.0931,0.0001,0.093,0,NONE,NO_PREDICTION,REJECTED_ZERO_LABELS,UNKNOWN,0.0,0.0,0.0,0.0001,0.0931,0.0,0.0001,0.0,0.0
IOGP_SPI_P095,0.0003,0.0,0.0003,0,NONE,NO_PREDICTION,REJECTED_ZERO_LABELS,UNKNOWN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003
IOGP_SPI_P000,0.0535,0.0002,0.0533,0,NONE,NO_PREDICTION,REJECTED_ZERO_LABELS,UNKNOWN,0.0,0.0002,0.0,0.0002,0.0535,0.0001,0.0,0.0,0.0
IOGP_SPI_P096,0.0002,0.0001,0.0001,0,NONE,NO_PREDICTION,REJECTED_ZERO_LABELS,UNKNOWN,0.0,0.0,0.0,0.0001,0.0,0.0002,0.0,0.0,0.0001
IOGP_SPI_P097,0.0037,0.0007,0.003,0,NONE,NO_PREDICTION,REJECTED_ZERO_LABELS,UNKNOWN,0.0,0.0002,0.0001,0.0005,0.0037,0.0007,0.0,0.0,0.0003
IOGP_SPI_P098,0.0095,0.0008,0.0087,0,NONE,NO_PREDICTION,REJECTED_ZERO_LABELS,UNKNOWN,0.0,0.0,0.0,0.0095,0.0002,0.0001,0.0,0.0,0.0008
IOGP_SPI_P099,0.0004,0.0001,0.0003,0,NONE,NO_PREDICTION,REJECTED_ZERO_LABELS,UNKNOWN,0.0,0.0,0.0001,0.0,0.0,0.0004,0.0,0.0,0.0001
IOGP_SPI_P000,0.8962,0.0013,0.8949,1,Energy Isolation,HIGH,ACCEPT_MODEL_PREDICTED,MODEL_PREDICTED,0.0,0.0001,0.0,0.8962,0.0013,0.0,0.0,0.0,0.0
IOGP_SPI_P100,0.0461,0.0011,0.045,0,NONE,NO_PREDICTION,REJECTED_ZERO_LABELS,UNKNOWN,0.0,0.0,0.0,0.0461,0.0,0.0011,0.0,0.0,0.0
IOGP_SPI_P101,0.0025,0.0001,0.0024,0,NONE,NO_PREDICTION,REJECTED_ZERO_LABELS,UNKNOWN,0.0,0.0,0.0,0.0001,0.0025,0.0,0.0,0.0,0.0001
IOGP_SPI_P102,0.0023,0.0001,0.0022,0,NONE,NO_PREDICTION,REJECTED_ZERO_LABELS,UNKNOWN,0.0,0.0,0.0,0.0023,0.0,0.0,0.0,0.0,0.0001
IOGP_SPI_P000,0.0015,0.0007,0.0008,0,NONE,NO_PREDICTION,REJECTED_ZERO_LABELS,UNKNOWN,0.0,0.0,0.0,0.0015,0.0007,0.0003,0.0,0.0,0.0
IOGP_SPI_P103,0.0126,0.0001,0.0125,0,NONE,NO_PREDICTION,REJECTED_ZERO_LABELS,UNKNOWN,0.0,0.0,0.0,0.0126,0.0001,0.0,0.0,0.0,0.0
IOGP_SPI_P104,0.0006,0.0002,0.0004,0,NONE,NO_PREDICTION,REJECTED_ZERO_LABELS,UNKNOWN,0.0,0.0,0.0,0.0,0.0002,0.0,0.0006,0.0,0.0001
IOGP_SPI_P000,0.0019,0.0009,0.001,0,NONE,NO_PREDICTION,REJECTED_ZERO_LABELS,UNKNOWN,0.0,0.0001,0.0,0.0,0.0009,0.0019,0.0,0.0,0.0006
IOGP_SPI_P105,0.0001,0.0001,0.0,0,NONE,NO_PREDICTION,REJECTED_ZERO_LABELS,UNKNOWN,0.0,0.0,0.0,0.0,0.0001,0.0,0.0001,0.0,0.0
IOGP_SPI_P106,0.0004,0.0,0.0004,0,NONE,NO_PREDICTION,REJECTED_ZERO_LABELS,UNKNOWN,0.0,0.0,0.0,0.0004,0.0,0.0,0.0,0.0,0.0
IOGP_SPI_P000,0.0004,0.0001,0.0003,0,NONE,NO_PREDICTION,REJECTED_ZERO_LABELS,UNKNOWN,0.0,0.0,0.0,0.0,0.0001,0.0,0.0004,0.0,0.0
IOGP_SPI_P107,0.0015,0.0004,0.0011,0,NONE,NO_PREDICTION,REJECTED_ZERO_LABELS,UNKNOWN,0.0,0.0,0.0,0.0015,0.0,0.0002,0.0,0.0,0.0004
IOGP_SPI_P108,0.0041,0.004,0.0001,0,NONE,NO_PREDICTION,REJECTED_ZERO_LABELS,UNKNOWN,0.0,0.0,0.0,0.0041,0.004,0.0007,0.0,0.0,0.0001
IOGP_SPI_P109,0.0004,0.0002,0.0002,0,NONE,NO_PREDICTION,REJECTED_ZERO_LABELS,UNKNOWN,0.0,0.0,0.0,0.0,0.0002,0.0004,0.0,0.0,0.0001
IOGP_SPI_P000,0.0005,0.0001,0.0004,0,NONE,NO_PREDICTION,REJECTED_ZERO_LABELS,UNKNOWN,0.0,0.0,0.0,0.0,0.0005,0.0,0.0,0.0,0.0001
